Ponto;Lat;Lon;Altura;Altura G;Altura C;Lon UTM;Lat UTM
AUTO9343;-23,97171;-46,33723;-4,837;-4,57;-0,266999999999999;363950,852679744;7348260,44219721
AUTO9344;-23,97171;-46,33724;-4,76;-4,57;-0,19;363949,835159861;7348260,43254694
AUTO9345;-23,97171;-46,33724;-4,847;-4,57;-0,277;363949,835159861;7348260,43254694
AUTO9346;-23,97171;-46,33725;-4,826;-4,57;-0,255999999999999;363948,817639975;7348260,4228966
AUTO9347;-23,97171;-46,33726;-4,848;-4,57;-0,278;363947,800120087;7348260,41324619
AUTO9348;-23,97171;-46,33727;-4,81;-4,57;-0,239999999999999;363946,782600196;7348260,40359571
AUTO9349;-23,9717;-46,33728;-4,871;-4,57;-0,301;363945,754577834;7348261,50128366
AUTO9350;-23,9717;-46,33729;-4,786;-4,57;-0,215999999999999;363944,737057858;7348261,49163303
AUTO9351;-23,9717;-46,3373;-4,847;-4,57;-0,277;363943,71953788;7348261,48198234
AUTO9352;-23,97169;-46,3373;-4,806;-4,57;-0,236;363943,709035258;7348262,58932085
AUTO9353;-23,97169;-46,33731;-4,794;-4,57;-0,223999999999999;363942,691515199;7348262,57967008
AUTO9354;-23,97169;-46,33732;-4,788;-4,57;-0,218;363941,673995137;7348262,57001925
AUTO9355;-23,97169;-46,33733;-4,816;-4,57;-0,246;363940,656475072;7348262,56036833
AUTO9356;-23,97168;-46,33734;-4,746;-4,57;-0,176;363939,628452073;7348263,65805588
AUTO9357;-23,97168;-46,33734;-4,82;-4,57;-0,25;363939,628452073;7348263,65805588
AUTO9358;-23,97167;-46,33735;-4,804;-4,57;-0,234;363938,600428917;7348264,75574335
AUTO9359;-23,97167;-46,33736;-4,809;-4,57;-0,239;363937,582908686;7348264,74609223
AUTO9360;-23,97167;-46,33737;-4,749;-4,57;-0,178999999999999;363936,565388453;7348264,73644103
AUTO9361;-23,97166;-46,33737;-4,837;-4,57;-0,266999999999999;363936,554885294;7348265,84377956
AUTO9362;-23,97166;-46,33738;-4,769;-4,57;-0,199;363935,537364979;7348265,8341283
AUTO9363;-23,97166;-46,33739;-4,825;-4,57;-0,255;363934,519844662;7348265,82447696
AUTO9364;-23,97166;-46,3374;-4,794;-4,57;-0,223999999999999;363933,502324341;7348265,81482556
AUTO9365;-23,97166;-46,33741;-4,764;-4,57;-0,194;363932,484804017;7348265,80517408
AUTO9366;-23,97165;-46,33742;-4,754;-4,57;-0,183999999999999;363931,456780143;7348266,90286107
AUTO9367;-23,97165;-46,33743;-4,811;-4,57;-0,241;363930,439259736;7348266,89320945
AUTO9368;-23,97165;-46,33744;-4,774;-4,57;-0,204;363929,421739326;7348266,88355776
AUTO9369;-23,97165;-46,33745;-4,791;-4,57;-0,221;363928,404218913;7348266,87390599
AUTO9370;-23,97165;-46,33746;-4,751;-4,57;-0,181;363927,386698497;7348266,86425415
AUTO9371;-23,97164;-46,33747;-4,752;-4,57;-0,182;363926,358674141;7348267,9619408
AUTO9372;-23,97164;-46,33748;-4,809;-4,57;-0,239;363925,341153642;7348267,95228882
AUTO9373;-23,97164;-46,33749;-4,741;-4,57;-0,170999999999999;363924,323633139;7348267,94263677
AUTO9374;-23,97164;-46,33749;-4,768;-4,57;-0,198;363924,323633139;7348267,94263677
AUTO9375;-23,97164;-46,3375;-4,779;-4,57;-0,209;363923,306112633;7348267,93298465
AUTO9376;-23,97164;-46,33751;-4,776;-4,57;-0,206;363922,288592124;7348267,92333245
AUTO9377;-23,97163;-46,33752;-4,815;-4,57;-0,245;363921,260567288;7348269,02101876
AUTO9378;-23,97163;-46,33753;-4,728;-4,57;-0,157999999999999;363920,243046695;7348269,01136642
AUTO9379;-23,97163;-46,33753;-4,745;-4,57;-0,175;363920,243046695;7348269,01136642
AUTO9380;-23,97163;-46,33754;-4,805;-4,57;-0,234999999999999;363919,2255261;7348269,00171401
AUTO9381;-23,97162;-46,33755;-4,756;-4,57;-0,186;363918,197500944;7348270,09940011
AUTO9382;-23,97162;-46,33755;-4,757;-4,57;-0,186999999999999;363918,197500944;7348270,09940011
AUTO9383;-23,97161;-46,33756;-4,731;-4,57;-0,161;363917,169475632;7348271,19708614
AUTO9384;-23,97162;-46,33757;-4,787;-4,57;-0,217;363916,162459582;7348270,08009493
AUTO9385;-23,97161;-46,33758;-4,783;-4,57;-0,213;363915,134434108;7348271,17778083
AUTO9386;-23,97161;-46,33759;-4,732;-4,57;-0,162;363914,116913342;7348271,16812806
AUTO9387;-23,97161;-46,33759;-4,764;-4,57;-0,194;363914,116913342;7348271,16812806
AUTO9388;-23,97161;-46,3376;-4,806;-4,57;-0,236;363913,099392572;7348271,15847522
AUTO9389;-23,97161;-46,33761;-4,744;-4,57;-0,174;363912,0818718;7348271,14882232
AUTO9390;-23,97161;-46,33762;-4,782;-4,57;-0,212;363911,064351025;7348271,13916933
AUTO9391;-23,97161;-46,33763;-4,806;-4,57;-0,236;363910,046830247;7348271,12951628
AUTO9392;-23,97161;-46,33764;-4,731;-4,57;-0,161;363909,029309467;7348271,11986316
AUTO9393;-23,97161;-46,33765;-4,819;-4,57;-0,249;363908,011788683;7348271,11020996
AUTO9394;-23,97161;-46,33766;-4,749;-4,57;-0,178999999999999;363906,994267897;7348271,10055669
AUTO9395;-23,97161;-46,33767;-4,75;-4,57;-0,18;363905,976747108;7348271,09090335
AUTO9396;-23,97161;-46,33768;-4,85;-4,57;-0,279999999999999;363904,959226316;7348271,08124993
AUTO9397;-23,97161;-46,33769;-4,781;-4,57;-0,210999999999999;363903,941705522;7348271,07159645
AUTO9398;-23,97161;-46,33769;-4,799;-4,57;-0,229;363903,941705522;7348271,07159645
AUTO9399;-23,97161;-46,3377;-4,818;-4,57;-0,247999999999999;363902,924184724;7348271,06194289
AUTO9400;-23,9716;-46,33771;-4,789;-4,57;-0,218999999999999;363901,896158118;7348272,15962788
AUTO9401;-23,9716;-46,33772;-4,754;-4,57;-0,183999999999999;363900,878637237;7348272,14997418
AUTO9402;-23,9716;-46,33773;-4,74;-4,57;-0,17;363899,861116352;7348272,14032041
AUTO9403;-23,9716;-46,33774;-4,806;-4,57;-0,236;363898,843595465;7348272,13066656
AUTO9404;-23,9716;-46,33774;-4,74;-4,57;-0,17;363898,843595465;7348272,13066656
AUTO9405;-23,9716;-46,33775;-4,68;-4,57;-0,109999999999999;363897,826074575;7348272,12101265
AUTO9406;-23,97159;-46,33776;-4,675;-4,57;-0,105;363896,798047487;7348273,2186973
AUTO9407;-23,97159;-46,33777;-4,779;-4,57;-0,209;363895,780526513;7348273,20904324
AUTO9408;-23,97159;-46,33777;-4,723;-4,57;-0,153;363895,780526513;7348273,20904324
AUTO9409;-23,97158;-46,33778;-4,76;-4,57;-0,19;363894,752499188;7348274,30672775
AUTO9410;-23,97158;-46,33779;-4,802;-4,57;-0,231999999999999;363893,73497813;7348274,29707355
AUTO9411;-23,97158;-46,3378;-4,728;-4,57;-0,157999999999999;363892,717457067;7348274,28741928
AUTO9412;-23,97158;-46,33781;-4,782;-4,57;-0,212;363891,699936005;7348274,27776494
AUTO9413;-23,97158;-46,33782;-4,74;-4,57;-0,17;363890,682414938;7348274,26811052
AUTO9414;-23,97158;-46,33783;-4,762;-4,57;-0,191999999999999;363889,664893869;7348274,25845603
AUTO9415;-23,97158;-46,33784;-4,761;-4,57;-0,191;363888,647372796;7348274,24880147
AUTO9416;-23,97158;-46,33785;-4,758;-4,57;-0,188;363887,629851721;7348274,23914684
AUTO9417;-23,97158;-46,33786;-4,768;-4,57;-0,198;363886,612330643;7348274,22949213
AUTO9418;-23,97158;-46,33787;-4,785;-4,57;-0,215;363885,594809561;7348274,21983736
AUTO9419;-23,97157;-46,33788;-4,741;-4,57;-0,170999999999999;363884,566781349;7348275,31752118
AUTO9420;-23,97157;-46,33789;-4,77;-4,57;-0,199999999999999;363883,549260184;7348275,30786626
AUTO9421;-23,97157;-46,33789;-4,736;-4,57;-0,165999999999999;363883,549260184;7348275,30786626
AUTO9422;-23,97157;-46,3379;-4,787;-4,57;-0,217;363882,531739016;7348275,29821127
AUTO9423;-23,97156;-46,33791;-4,737;-4,57;-0,167;363881,503710483;7348276,39589489
AUTO9424;-23,97156;-46,33792;-4,781;-4,57;-0,210999999999999;363880,486189233;7348276,38623976
AUTO9425;-23,97156;-46,33793;-4,751;-4,57;-0,181;363879,468667977;7348276,37658455
AUTO9426;-23,97156;-46,33794;-4,743;-4,57;-0,173;363878,451146719;7348276,36692927
AUTO9427;-23,97156;-46,33795;-4,778;-4,57;-0,207999999999999;363877,433625459;7348276,35727392
AUTO9428;-23,97156;-46,33796;-4,709;-4,57;-0,138999999999999;363876,416104196;7348276,3476185
AUTO9429;-23,97155;-46,33797;-4,753;-4,57;-0,183;363875,388075102;7348277,44530171
AUTO9430;-23,97155;-46,33797;-4,692;-4,57;-0,122;363875,388075102;7348277,44530171
AUTO9431;-23,97154;-46,33798;-4,711;-4,57;-0,141;363874,360045851;7348278,54298485
AUTO9432;-23,97154;-46,33799;-4,756;-4,57;-0,186;363873,342524422;7348278,53332921
AUTO9433;-23,97154;-46,338;-4,699;-4,57;-0,129;363872,32500299;7348278,52367351
AUTO9434;-23,97154;-46,33801;-4,701;-4,57;-0,130999999999999;363871,307481557;7348278,51401773
AUTO9435;-23,97153;-46,33802;-4,688;-4,57;-0,117999999999999;363870,279451906;7348279,6117006
AUTO9436;-23,97153;-46,33802;-4,7;-4,57;-0,13;363870,279451906;7348279,6117006
AUTO9437;-23,97153;-46,33803;-4,755;-4,57;-0,185;363869,261930387;7348279,60204468
AUTO9438;-23,97153;-46,33804;-4,735;-4,57;-0,165;363868,244408866;7348279,59238869
AUTO9439;-23,97153;-46,33804;-4,717;-4,57;-0,146999999999999;363868,244408866;7348279,59238869
AUTO9440;-23,97152;-46,33805;-4,695;-4,57;-0,125;363867,216378896;7348280,69007134
AUTO9441;-23,97152;-46,33804;-4,668;-4,57;-0,098;363868,233900499;7348280,6997274
AUTO9442;-23,97151;-46,33804;-4,702;-4,57;-0,132;363868,223392137;7348281,80706612
AUTO9443;-23,9715;-46,33804;-4,654;-4,57;-0,084;363868,212883778;7348282,91440483
AUTO9444;-23,9715;-46,33804;-4,651;-4,57;-0,081;363868,212883778;7348282,91440483
AUTO9445;-23,97149;-46,33804;-4,72;-4,57;-0,149999999999999;363868,202375424;7348284,02174354
AUTO9446;-23,97148;-46,33804;-4,619;-4,57;-0,049;363868,191867074;7348285,12908225
AUTO9447;-23,97147;-46,33804;-4,628;-4,57;-0,058;363868,181358727;7348286,23642096
AUTO9448;-23,97146;-46,33803;-4,661;-4,57;-0,090999999999999;363869,188372456;7348287,35341564
AUTO9449;-23,97146;-46,33803;-4,611;-4,57;-0,041;363869,188372456;7348287,35341564
AUTO9450;-23,97145;-46,33803;-4,591;-4,57;-0,021;363869,177864197;7348288,46075434
AUTO9451;-23,97144;-46,33803;-4,61;-4,57;-0,04;363869,167355942;7348289,56809304
AUTO9452;-23,97143;-46,33803;-4,55;-4,57;0,020000000000001;363869,156847691;7348290,67543174
AUTO9453;-23,97142;-46,33803;-4,59;-4,57;-0,02;363869,146339444;7348291,78277044
AUTO9454;-23,97141;-46,33802;-4,505;-4,57;0,065;363870,153353663;7348292,89976502
AUTO9455;-23,97141;-46,33802;-4,553;-4,57;0,017;363870,153353663;7348292,89976502
AUTO9456;-23,9714;-46,33802;-4,5;-4,57;0,07;363870,142845503;7348294,00710372
AUTO9457;-23,97139;-46,33802;-4,522;-4,57;0,048;363870,132337347;7348295,11444241
AUTO9458;-23,97138;-46,33802;-4,509;-4,57;0,061;363870,121829195;7348296,2217811
AUTO9459;-23,97137;-46,33801;-4,519;-4,57;0,051;363871,128843821;7348297,33877558
AUTO9460;-23,97136;-46,33801;-4,491;-4,57;0,079000000000001;363871,118335756;7348298,44611427
AUTO9461;-23,97135;-46,33801;-4,489;-4,57;0,081;363871,107827696;7348299,55345295
AUTO9462;-23,97134;-46,33801;-4,437;-4,57;0,133;363871,097319639;7348300,66079163
AUTO9463;-23,97133;-46,33801;-4,495;-4,57;0,075;363871,086811586;7348301,76813031
AUTO9464;-23,97132;-46,338;-4,407;-4,57;0,163;363872,093826701;7348302,8851247
AUTO9465;-23,97132;-46,338;-4,42;-4,57;0,15;363872,093826701;7348302,8851247
AUTO9466;-23,97131;-46,338;-4,428;-4,57;0,142;363872,083318735;7348303,99246338
AUTO9467;-23,9713;-46,338;-4,389;-4,57;0,181;363872,072810774;7348305,09980205
AUTO9468;-23,97129;-46,338;-4,411;-4,57;0,159000000000001;363872,062302817;7348306,20714072
AUTO9469;-23,97128;-46,338;-4,379;-4,57;0,191000000000001;363872,051794864;7348307,31447939
AUTO9470;-23,97127;-46,338;-4,328;-4,57;0,242;363872,041286915;7348308,42181806
AUTO9471;-23,97126;-46,33799;-4,36;-4,57;0,21;363873,048302603;7348309,53881235
AUTO9472;-23,97125;-46,33799;-4,333;-4,57;0,237;363873,03779474;7348310,64615101
AUTO9473;-23,97124;-46,33799;-4,269;-4,57;0,301;363873,027286882;7348311,75348968
AUTO9474;-23,97123;-46,33799;-4,288;-4,57;0,282;363873,016779028;7348312,86082834
AUTO9475;-23,97122;-46,33798;-4,26;-4,57;0,31;363874,023795122;7348313,97782253
AUTO9476;-23,97121;-46,33798;-4,238;-4,57;0,332;363874,013287355;7348315,08516119
AUTO9477;-23,97121;-46,33798;-4,232;-4,57;0,338;363874,013287355;7348315,08516119
AUTO9478;-23,9712;-46,33798;-4,254;-4,57;0,316000000000001;363874,002779592;7348316,19249984
AUTO9479;-23,97119;-46,33797;-4,192;-4,57;0,378;363875,00979601;7348317,30949394
AUTO9480;-23,97118;-46,33797;-4,143;-4,57;0,427000000000001;363874,999288334;7348318,41683259
AUTO9481;-23,97117;-46,33797;-4,147;-4,57;0,423;363874,988780662;7348319,52417124
AUTO9482;-23,97116;-46,33797;-4,176;-4,57;0,394;363874,978272994;7348320,63150988
AUTO9483;-23,97115;-46,33796;-4,114;-4,57;0,456;363875,985289819;7348321,7485039
AUTO9484;-23,97114;-46,33796;-4,087;-4,57;0,483000000000001;363875,974782238;7348322,85584254
AUTO9485;-23,97113;-46,33796;-4,041;-4,57;0,529;363875,964274661;7348323,96318117
AUTO9486;-23,97111;-46,33796;-4,041;-4,57;0,529;363875,94325952;7348326,17785845
AUTO9487;-23,9711;-46,33796;-4,005;-4,57;0,565;363875,932751956;7348327,28519708
AUTO9488;-23,97109;-46,33795;-4,012;-4,57;0,558000000000001;363876,939769353;7348328,40219099
AUTO9489;-23,97108;-46,33795;-4,002;-4,57;0,568000000000001;363876,929261875;7348329,50952962
AUTO9490;-23,97107;-46,33795;-3,977;-4,57;0,593;363876,918754402;7348330,61686825
AUTO9491;-23,97106;-46,33795;-3,931;-4,57;0,639;363876,908246933;7348331,72420687
AUTO9492;-23,97105;-46,33794;-3,87;-4,57;0,7;363877,915264736;7348332,84120069
AUTO9493;-23,97104;-46,33794;-3,864;-4,57;0,706;363877,904757354;7348333,94853931
AUTO9494;-23,97103;-46,33794;-3,822;-4,57;0,748;363877,894249976;7348335,05587793
AUTO9495;-23,97102;-46,33794;-3,787;-4,57;0,783;363877,883742602;7348336,16321654
AUTO9496;-23,97101;-46,33793;-3,766;-4,57;0,804;363878,890760812;7348337,28021027
AUTO9497;-23,971;-46,33793;-3,769;-4,57;0,801;363878,880253525;7348338,38754888
AUTO9498;-23,97099;-46,33792;-3,754;-4,57;0,816;363879,887271977;7348339,50454252
AUTO9499;-23,97098;-46,33792;-3,719;-4,57;0,851;363879,876764777;7348340,61188113
AUTO9500;-23,97097;-46,33792;-3,661;-4,57;0,909;363879,866257581;7348341,71921973
AUTO9501;-23,97096;-46,33791;-3,659;-4,57;0,911000000000001;363880,873276355;7348342,83621328
AUTO9502;-23,97095;-46,33791;-3,621;-4,57;0,949;363880,862769246;7348343,94355188
AUTO9503;-23,97094;-46,33791;-3,622;-4,57;0,948;363880,852262141;7348345,05089048
AUTO9504;-23,97093;-46,3379;-3,627;-4,57;0,943000000000001;363881,85928124;7348346,16788395
AUTO9505;-23,97092;-46,3379;-3,605;-4,57;0,965;363881,848774222;7348347,27522254
AUTO9506;-23,97091;-46,33789;-3,598;-4,57;0,972;363882,855793563;7348348,39221592
AUTO9507;-23,9709;-46,33789;-3,546;-4,57;1,024;363882,845286632;7348349,4995545
AUTO9508;-23,97089;-46,33788;-3,532;-4,57;1,038;363883,852306214;7348350,6165478
AUTO9509;-23,97088;-46,33788;-3,494;-4,57;1,076;363883,841799369;7348351,72388638
AUTO9510;-23,97087;-46,33788;-3,511;-4,57;1,059;363883,831292529;7348352,83122496
AUTO9511;-23,97086;-46,33787;-3,497;-4,57;1,073;363884,838312434;7348353,94821816
AUTO9512;-23,97085;-46,33787;-3,49;-4,57;1,08;363884,82780568;7348355,05555674
AUTO9513;-23,97084;-46,33787;-3,47;-4,57;1,1;363884,817298931;7348356,16289531
AUTO9514;-23,97083;-46,33787;-3,495;-4,57;1,075;363884,806792185;7348357,27023388
AUTO9515;-23,97082;-46,33786;-3,464;-4,57;1,106;363885,813812499;7348358,38722699
AUTO9516;-23,97081;-46,33786;-3,454;-4,57;1,116;363885,80330584;7348359,49456555
AUTO9517;-23,9708;-46,33786;-3,415;-4,57;1,155;363885,792799186;7348360,60190412
AUTO9518;-23,97079;-46,33785;-3,423;-4,57;1,147;363886,799819823;7348361,71889714
AUTO9519;-23,97077;-46,33785;-3,375;-4,57;1,195;363886,778806692;7348363,93357426
AUTO9520;-23,97076;-46,33785;-3,374;-4,57;1,196;363886,768300133;7348365,04091281
AUTO9521;-23,97075;-46,33785;-3,346;-4,57;1,224;363886,757793578;7348366,14825136
AUTO9522;-23,97074;-46,33784;-3,338;-4,57;1,232;363887,764814704;7348367,26524429
AUTO9523;-23,97073;-46,33784;-3,316;-4,57;1,254;363887,754308236;7348368,37258284
AUTO9524;-23,97072;-46,33784;-3,273;-4,57;1,297;363887,743801772;7348369,47992138
AUTO9525;-23,97071;-46,33784;-3,245;-4,57;1,325;363887,733295312;7348370,58725993
AUTO9526;-23,9707;-46,33783;-3,223;-4,57;1,347;363888,740316845;7348371,70425277
AUTO9527;-23,97069;-46,33783;-3,188;-4,57;1,382;363888,729810472;7348372,8115913
AUTO9528;-23,97068;-46,33783;-3,222;-4,57;1,348;363888,719304103;7348373,91892984
AUTO9529;-23,97067;-46,33783;-3,181;-4,57;1,389;363888,708797739;7348375,02626838
AUTO9530;-23,97066;-46,33783;-3,173;-4,57;1,397;363888,698291378;7348376,13360691
AUTO9531;-23,97065;-46,33783;-3,157;-4,57;1,413;363888,687785022;7348377,24094544
AUTO9532;-23,97064;-46,33782;-3,108;-4,57;1,462;363889,694807126;7348378,35793818
AUTO9533;-23,97063;-46,33782;-3,095;-4,57;1,475;363889,684300856;7348379,46527671
AUTO9534;-23,97062;-46,33782;-3,079;-4,57;1,491;363889,673794591;7348380,57261523
AUTO9535;-23,9706;-46,33782;-3,028;-4,57;1,542;363889,652782073;7348382,78729228
AUTO9536;-23,97059;-46,33782;-3,054;-4,57;1,516;363889,64227582;7348383,8946308
AUTO9537;-23,97058;-46,33781;-3,045;-4,57;1,525;363890,649298497;7348385,01162343
AUTO9538;-23,97057;-46,33781;-3,027;-4,57;1,543;363890,638792331;7348386,11896195
AUTO9539;-23,97056;-46,33781;-2,987;-4,57;1,583;363890,628286169;7348387,22630046
AUTO9540;-23,97055;-46,33781;-2,993;-4,57;1,577;363890,617780011;7348388,33363898
AUTO9541;-23,97054;-46,33781;-2,975;-4,57;1,595;363890,607273857;7348389,44097749
AUTO9542;-23,97053;-46,33781;-2,985;-4,57;1,585;363890,596767707;7348390,548316
AUTO9543;-23,97052;-46,33781;-3,016;-4,57;1,554;363890,586261562;7348391,65565451
AUTO9544;-23,97051;-46,3378;-3,024;-4,57;1,546;363891,593284893;7348392,77264704
AUTO9545;-23,9705;-46,3378;-3,014;-4,57;1,556;363891,582778834;7348393,87998554
AUTO9546;-23,97049;-46,3378;-2,985;-4,57;1,585;363891,57227278;7348394,98732404
AUTO9547;-23,97048;-46,33779;-2,991;-4,57;1,579;363892,579296437;7348396,10431648
AUTO9548;-23,97047;-46,33779;-2,955;-4,57;1,615;363892,568790469;7348397,21165498
AUTO9549;-23,97045;-46,33779;-2,958;-4,57;1,612;363892,547778546;7348399,42633196
AUTO9550;-23,97044;-46,33779;-2,919;-4,57;1,651;363892,537272591;7348400,53367046
AUTO9551;-23,97043;-46,33779;-2,941;-4,57;1,629;363892,52676664;7348401,64100895
AUTO9552;-23,97042;-46,33778;-2,963;-4,57;1,607;363893,533790868;7348402,75800128
AUTO9553;-23,97041;-46,33778;-2,941;-4,57;1,629;363893,523285004;7348403,86533977
AUTO9554;-23,9704;-46,33778;-2,905;-4,57;1,665;363893,512779144;7348404,97267825
AUTO9555;-23,97039;-46,33778;-2,911;-4,57;1,659;363893,502273288;7348406,08001673
AUTO9556;-23,97038;-46,33777;-2,883;-4,57;1,687;363894,509297922;7348407,19700898
AUTO9557;-23,97037;-46,33777;-2,832;-4,57;1,738;363894,498792153;7348408,30434745
AUTO9558;-23,97035;-46,33777;-2,816;-4,57;1,754;363894,477780628;7348410,5190244
AUTO9559;-23,97034;-46,33777;-2,848;-4,57;1,722;363894,467274871;7348411,62636288
AUTO9560;-23,97033;-46,33776;-2,835;-4,57;1,735;363895,474299995;7348412,74335502
AUTO9561;-23,97032;-46,33776;-2,842;-4,57;1,728;363895,463794325;7348413,85069349
AUTO9562;-23,97031;-46,33776;-2,838;-4,57;1,732;363895,453288659;7348414,95803195
AUTO9563;-23,9703;-46,33776;-2,817;-4,57;1,753;363895,442782998;7348416,06537042
AUTO9564;-23,97029;-46,33776;-2,78;-4,57;1,79;363895,432277341;7348417,17270888
AUTO9565;-23,97028;-46,33775;-2,775;-4,57;1,795;363896,439302954;7348418,28970093
AUTO9566;-23,97027;-46,33775;-2,754;-4,57;1,816;363896,428797384;7348419,39703939
AUTO9567;-23,97026;-46,33775;-2,798;-4,57;1,772;363896,418291817;7348420,50437784
AUTO9568;-23,97025;-46,33774;-2,794;-4,57;1,776;363897,425317756;7348421,6213698
AUTO9569;-23,97023;-46,33774;-2,788;-4,57;1,782;363897,404306801;7348423,8360467
AUTO9570;-23,97022;-46,33774;-2,809;-4,57;1,761;363897,39380133;7348424,94338515
AUTO9571;-23,97021;-46,33774;-2,757;-4,57;1,813;363897,383295863;7348426,05072359
AUTO9572;-23,9702;-46,33773;-2,735;-4,57;1,835;363898,390322289;7348427,16771546
AUTO9573;-23,97019;-46,33773;-2,77;-4,57;1,8;363898,379816909;7348428,2750539
AUTO9574;-23,97018;-46,33773;-2,774;-4,57;1,796;363898,369311533;7348429,38239234
AUTO9575;-23,97017;-46,33773;-2,795;-4,57;1,775;363898,358806161;7348430,48973077
AUTO9576;-23,97016;-46,33772;-2,794;-4,57;1,776;363899,365832995;7348431,60672254
AUTO9577;-23,97015;-46,33772;-2,782;-4,57;1,788;363899,355327709;7348432,71406097
AUTO9578;-23,97013;-46,33772;-2,834;-4,57;1,736;363899,334317152;7348434,92873783
AUTO9579;-23,97012;-46,33772;-2,814;-4,57;1,756;363899,323811879;7348436,03607626
AUTO9580;-23,97011;-46,33771;-2,783;-4,57;1,787;363900,330839202;7348437,15306793
AUTO9581;-23,9701;-46,33771;-2,778;-4,57;1,792;363900,320334016;7348438,26040635
AUTO9582;-23,97009;-46,33771;-2,754;-4,57;1,816;363900,309828834;7348439,36774477
AUTO9583;-23,97008;-46,3377;-2,736;-4,57;1,834;363901,316856481;7348440,48473636
AUTO9584;-23,97007;-46,3377;-2,698;-4,57;1,872;363901,306351387;7348441,59207477
AUTO9585;-23,97006;-46,33769;-2,69;-4,57;1,88;363902,313379275;7348442,70906627
AUTO9586;-23,97005;-46,33769;-2,712;-4,57;1,858;363902,302874267;7348443,81640468
AUTO9587;-23,97003;-46,33769;-2,721;-4,57;1,849;363902,281864264;7348446,03108149
AUTO9588;-23,97002;-46,33769;-2,714;-4,57;1,856;363902,271359268;7348447,1384199
AUTO9589;-23,97001;-46,33768;-2,715;-4,57;1,855;363903,278387646;7348448,2554113
AUTO9590;-23,97;-46,33768;-2,717;-4,57;1,853;363903,267882737;7348449,3627497
AUTO9591;-23,96999;-46,33768;-2,717;-4,57;1,853;363903,257377833;7348450,4700881
AUTO9592;-23,96998;-46,33767;-2,684;-4,57;1,886;363904,264406534;7348451,58707941
AUTO9593;-23,96997;-46,33767;-2,678;-4,57;1,892;363904,253901716;7348452,6944178
AUTO9594;-23,96995;-46,33767;-2,661;-4,57;1,909;363904,232892093;7348454,90909458
AUTO9595;-23,96994;-46,33767;-2,632;-4,57;1,938;363904,222387288;7348456,01643297
AUTO9596;-23,96993;-46,33767;-2,631;-4,57;1,939;363904,211882487;7348457,12377136
AUTO9597;-23,96992;-46,33766;-2,619;-4,57;1,951;363905,218911761;7348458,24076257
AUTO9598;-23,96991;-46,33766;-2,622;-4,57;1,948;363905,208407047;7348459,34810095
AUTO9599;-23,9699;-46,33766;-2,618;-4,57;1,952;363905,197902336;7348460,45543933
AUTO9600;-23,96989;-46,33766;-2,623;-4,57;1,947;363905,18739763;7348461,56277771
AUTO9601;-23,96987;-46,33765;-2,601;-4,57;1,969;363906,183922692;7348463,7871072
AUTO9602;-23,96986;-46,33765;-2,609;-4,57;1,961;363906,173418077;7348464,89444557
AUTO9603;-23,96985;-46,33765;-2,62;-4,57;1,95;363906,162913466;7348466,00178394
AUTO9604;-23,96984;-46,33765;-2,616;-4,57;1,954;363906,152408859;7348467,10912231
AUTO9605;-23,96983;-46,33764;-2,583;-4,57;1,987;363907,159439029;7348468,22611333
AUTO9606;-23,96982;-46,33764;-2,566;-4,57;2,004;363907,148934509;7348469,33345169
AUTO9607;-23,96981;-46,33764;-2,553;-4,57;2,017;363907,138429994;7348470,44079005
AUTO9608;-23,9698;-46,33764;-2,529;-4,57;2,041;363907,127925482;7348471,54812841
AUTO9609;-23,96979;-46,33763;-2,519;-4,57;2,051;363908,134956059;7348472,66511934
AUTO9610;-23,96977;-46,33763;-2,515;-4,57;2,055;363908,113947214;7348474,87979605
AUTO9611;-23,96976;-46,33763;-2,511;-4,57;2,059;363908,103442797;7348475,9871344
AUTO9612;-23,96975;-46,33763;-2,488;-4,57;2,082;363908,092938385;7348477,09447275
AUTO9613;-23,96974;-46,33762;-2,438;-4,57;2,132;363909,09996945;7348478,21146358
AUTO9614;-23,96973;-46,33762;-2,447;-4,57;2,123;363909,089465125;7348479,31880192
AUTO9615;-23,96972;-46,33762;-2,447;-4,57;2,123;363909,078960804;7348480,42614027
AUTO9616;-23,9697;-46,33761;-2,431;-4,57;2,139;363910,075487959;7348482,65046935
AUTO9617;-23,96969;-46,33761;-2,431;-4,57;2,139;363910,064983729;7348483,75780768
AUTO9618;-23,96968;-46,33761;-2,428;-4,57;2,142;363910,054479503;7348484,86514601
AUTO9619;-23,96967;-46,3376;-2,442;-4,57;2,128;363911,0615113;7348485,98213666
AUTO9620;-23,96966;-46,3376;-2,46;-4,57;2,11;363911,05100716;7348487,08947499
AUTO9621;-23,96965;-46,3376;-2,455;-4,57;2,115;363911,040503025;7348488,19681332
AUTO9622;-23,96964;-46,33759;-2,41;-4,57;2,16;363912,047535147;7348489,31380388
AUTO9623;-23,96963;-46,33759;-2,378;-4,57;2,192;363912,037031098;7348490,4211422
AUTO9624;-23,96962;-46,33759;-2,322;-4,57;2,248;363912,026527054;7348491,52848052
AUTO9625;-23,96962;-46,3376;-2,406;-4,57;2,164;363911,008990644;7348491,51882829
AUTO9626;-23,96962;-46,33761;-2,367;-4,57;2,203;363909,991454232;7348491,50917599
AUTO9627;-23,96962;-46,33762;-2,405;-4,57;2,165;363908,973917818;7348491,49952361
