Ponto;Lat;Lon;Altura;Altura G;Altura C;Lon UTM;Lat UTM
AUTO1348;-23,97875;-46,31749;-5,176;-4,62;-0,556;365966,716757502;7347499,78860656
AUTO1349;-23,97876;-46,31748;-5,154;-4,62;-0,534;365967,744566295;7347498,69078282
AUTO1350;-23,97876;-46,31748;-5,164;-4,62;-0,544;365967,744566295;7347498,69078282
AUTO1351;-23,97877;-46,31747;-5,208;-4,62;-0,588;365968,772374932;7347497,592959
AUTO1352;-23,97877;-46,31746;-5,165;-4,62;-0,545;365969,789833836;7347497,60246861
AUTO1353;-23,97878;-46,31746;-5,151;-4,62;-0,531;365969,800183414;7347496,49513512
AUTO1354;-23,97877;-46,31746;-5,142;-4,62;-0,522;365969,789833836;7347497,60246861
AUTO1355;-23,97877;-46,31745;-5,132;-4,62;-0,512;365970,807292736;7347497,61197815
AUTO1356;-23,97876;-46,31745;-5,186;-4,62;-0,566;365970,796943241;7347498,71931163
AUTO1357;-23,97876;-46,31744;-5,122;-4,62;-0,502;365971,814402217;7347498,7288211
AUTO1358;-23,97875;-46,31744;-5,14;-4,62;-0,52;365971,804052804;7347499,83615458
AUTO1359;-23,97875;-46,31743;-5,105;-4,62;-0,485;365972,821511856;7347499,84566396
AUTO1360;-23,97874;-46,31743;-5,076;-4,62;-0,456;365972,811162526;7347500,95299744
AUTO1361;-23,97873;-46,31742;-5,105;-4,62;-0,485;365973,818272407;7347502,06984022
AUTO1362;-23,97873;-46,31742;-5,059;-4,62;-0,439;365973,818272407;7347502,06984022
AUTO1363;-23,97872;-46,31741;-5,052;-4,62;-0,432;365974,825382446;7347503,18668292
AUTO1364;-23,97872;-46,31741;-5,05;-4,62;-0,43;365974,825382446;7347503,18668292
AUTO1365;-23,97871;-46,3174;-5,017;-4,62;-0,397;365975,832492644;7347504,30352555
AUTO1366;-23,97871;-46,3174;-5,003;-4,62;-0,383;365975,832492644;7347504,30352555
AUTO1367;-23,9787;-46,31739;-5,007;-4,62;-0,387;365976,839603;7347505,42036809
AUTO1368;-23,9787;-46,31738;-4,957;-4,62;-0,337;365977,857062431;7347505,4298771
AUTO1369;-23,97869;-46,31738;-4,97;-4,62;-0,35;365977,846713515;7347506,53721055
AUTO1370;-23,97868;-46,31738;-4,989;-4,62;-0,369;365977,836364602;7347507,64454401
AUTO1371;-23,97868;-46,31737;-4,942;-4,62;-0,322;365978,853824188;7347507,65405294
AUTO1372;-23,97867;-46,31737;-4,967;-4,62;-0,347;365978,843475359;7347508,76138639
AUTO1373;-23,97866;-46,31736;-4,934;-4,62;-0,314;365979,850586273;7347509,87822869
AUTO1374;-23,97866;-46,31736;-4,913;-4,62;-0,293;365979,850586273;7347509,87822869
AUTO1375;-23,97865;-46,31735;-4,905;-4,62;-0,285;365980,857697347;7347510,99507091
AUTO1376;-23,97865;-46,31735;-4,889;-4,62;-0,269;365980,857697347;7347510,99507091
AUTO1377;-23,97864;-46,31734;-4,914;-4,62;-0,294;365981,864808578;7347512,11191305
AUTO1378;-23,97864;-46,31733;-4,853;-4,62;-0,233;365982,882268468;7347512,12142168
AUTO1379;-23,97863;-46,31733;-4,896;-4,62;-0,276;365982,871919969;7347513,22875511
AUTO1380;-23,97862;-46,31732;-4,855;-4,62;-0,235;365983,879031517;7347514,34559709
AUTO1381;-23,97862;-46,31732;-4,879;-4,62;-0,258999999999999;365983,879031517;7347514,34559709
AUTO1382;-23,97861;-46,31731;-4,821;-4,62;-0,201;365984,886143226;7347515,462439
AUTO1383;-23,9786;-46,31731;-4,828;-4,62;-0,208;365984,875794896;7347516,56977242
AUTO1384;-23,9786;-46,3173;-4,84;-4,62;-0,22;365985,89325509;7347516,57928082
AUTO1385;-23,97859;-46,31729;-4,812;-4,62;-0,192;365986,900367116;7347517,69612256
AUTO1386;-23,97858;-46,31729;-4,799;-4,62;-0,179;365986,890018951;7347518,80345597
AUTO1387;-23,97858;-46,31728;-4,793;-4,62;-0,173;365987,907479299;7347518,81296423
AUTO1388;-23,97857;-46,31727;-4,743;-4,62;-0,123;365988,914591639;7347519,92980581
AUTO1389;-23,97856;-46,31727;-4,754;-4,62;-0,133999999999999;365988,90424364;7347521,03713921
AUTO1390;-23,97855;-46,31726;-4,771;-4,62;-0,151;365989,911356225;7347522,15398071
AUTO1391;-23,97855;-46,31725;-4,719;-4,62;-0,099;365990,928816799;7347522,16348874
AUTO1392;-23,97854;-46,31725;-4,685;-4,62;-0,065;365990,918468965;7347523,27082213
AUTO1393;-23,97853;-46,31724;-4,691;-4,62;-0,071;365991,925581865;7347524,38766347
AUTO1394;-23,97853;-46,31723;-4,683;-4,62;-0,063;365992,943042591;7347524,39717135
AUTO1395;-23,97852;-46,31723;-4,618;-4,62;0,002;365992,932694923;7347525,50450474
AUTO1396;-23,97851;-46,31722;-4,622;-4,62;-0,002;365993,93980814;7347526,62134592
AUTO1397;-23,9785;-46,31722;-4,619;-4,62;0,001;365993,929460559;7347527,7286793
AUTO1398;-23,9785;-46,31721;-4,64;-4,62;-0,02;365994,946921516;7347527,73818702
AUTO1399;-23,97849;-46,3172;-4,589;-4,62;0,031;365995,95403505;7347528,85502804
AUTO1400;-23,97848;-46,3172;-4,574;-4,62;0,046;365995,943687634;7347529,96236141
AUTO1401;-23,97847;-46,31719;-4,557;-4,62;0,063;365996,95080141;7347531,07920235
AUTO1402;-23,97847;-46,31718;-4,547;-4,62;0,073;365997,968262594;7347531,08870985
AUTO1403;-23,97846;-46,31717;-4,495;-4,62;0,125;365998,975376604;7347532,20555063
AUTO1404;-23,97845;-46,31717;-4,476;-4,62;0,144;365998,965029436;7347533,31288399
AUTO1405;-23,97844;-46,31716;-4,493;-4,62;0,127;365999,972143687;7347534,42972469
AUTO1406;-23,97844;-46,31716;-4,495;-4,62;0,125;365999,972143687;7347534,42972469
AUTO1407;-23,97843;-46,31715;-4,421;-4,62;0,199;366000,979258096;7347535,54656531
AUTO1408;-23,97842;-46,31714;-4,43;-4,62;0,19;366001,986372664;7347536,66340585
AUTO1409;-23,97841;-46,31714;-4,464;-4,62;0,156;366001,976025748;7347537,7707392
AUTO1410;-23,9784;-46,31713;-4,426;-4,62;0,194;366002,983140557;7347538,88757965
AUTO1411;-23,9784;-46,31712;-4,396;-4,62;0,224;366004,000602276;7347538,8970867
AUTO1412;-23,97839;-46,31712;-4,326;-4,62;0,294;366003,990255525;7347540,00442003
AUTO1413;-23,97838;-46,31711;-4,334;-4,62;0,286;366004,997370652;7347541,12126033
AUTO1414;-23,97837;-46,3171;-4,377;-4,62;0,243;366006,004485936;7347542,23810055
AUTO1415;-23,97837;-46,3171;-4,324;-4,62;0,296;366006,004485936;7347542,23810055
AUTO1416;-23,97836;-46,31709;-4,265;-4,62;0,355;366007,01160138;7347543,35494069
AUTO1417;-23,97835;-46,31708;-4,263;-4,62;0,357;366008,018716982;7347544,47178074
AUTO1418;-23,97834;-46,31707;-4,283;-4,62;0,337;366009,025832742;7347545,58862072
AUTO1419;-23,97833;-46,31707;-4,255;-4,62;0,365;366009,015486409;7347546,69595403
AUTO1420;-23,97832;-46,31706;-4,218;-4,62;0,402;366010,022602412;7347547,81279393
AUTO1421;-23,97832;-46,31705;-4,188;-4,62;0,432;366011,040064739;7347547,82230044
AUTO1422;-23,97831;-46,31705;-4,162;-4,62;0,458;366011,029718571;7347548,92963374
AUTO1423;-23,9783;-46,31704;-4,196;-4,62;0,424;366012,03683489;7347550,04647348
AUTO1424;-23,97829;-46,31703;-4,157;-4,62;0,463;366013,043951367;7347551,16331314
AUTO1425;-23,97828;-46,31702;-4,107;-4,62;0,513;366014,051068003;7347552,28015271
AUTO1426;-23,97828;-46,31702;-4,068;-4,62;0,552000000000001;366014,051068003;7347552,28015271
AUTO1427;-23,97827;-46,31701;-4,072;-4,62;0,548;366015,058184798;7347553,39699221
AUTO1428;-23,97826;-46,317;-4,052;-4,62;0,568000000000001;366016,065301751;7347554,51383163
AUTO1429;-23,97825;-46,317;-3,994;-4,62;0,626;366016,054956001;7347555,62116491
AUTO1430;-23,97825;-46,31699;-3,965;-4,62;0,655;366017,072418863;7347555,63067097
AUTO1431;-23,97824;-46,31699;-3,983;-4,62;0,637;366017,062073196;7347556,73800424
AUTO1432;-23,97823;-46,31698;-3,928;-4,62;0,692;366018,069190547;7347557,8548435
AUTO1433;-23,97822;-46,31697;-3,862;-4,62;0,758;366019,076308059;7347558,97168267
AUTO1434;-23,97822;-46,31696;-3,867;-4,62;0,753;366020,093771149;7347558,9811885
AUTO1435;-23,97821;-46,31696;-3,872;-4,62;0,748;366020,083425729;7347560,08852177
AUTO1436;-23,9782;-46,31695;-3,839;-4,62;0,781;366021,090543558;7347561,20536078
AUTO1437;-23,97819;-46,31694;-3,755;-4,62;0,865;366022,097661544;7347562,32219972
AUTO1438;-23,97819;-46,31694;-3,761;-4,62;0,859;366022,097661544;7347562,32219972
AUTO1439;-23,97818;-46,31693;-3,768;-4,62;0,852;366023,10477969;7347563,43903857
AUTO1440;-23,97817;-46,31692;-3,727;-4,62;0,893;366024,111897994;7347564,55587735
AUTO1441;-23,97816;-46,31692;-3,664;-4,62;0,956;366024,101552909;7347565,6632106
AUTO1442;-23,97816;-46,31691;-3,665;-4,62;0,955;366025,119016457;7347565,67271605
AUTO1443;-23,97815;-46,3169;-3,675;-4,62;0,945;366026,126135078;7347566,78955467
AUTO1444;-23,97814;-46,31689;-3,646;-4,62;0,974;366027,133253857;7347567,9063932
AUTO1445;-23,97813;-46,31689;-3,618;-4,62;1,002;366027,122909021;7347569,01372643
AUTO1446;-23,97813;-46,31688;-3,613;-4,62;1,007;366028,140372795;7347569,02323166
AUTO1447;-23,97812;-46,31687;-3,631;-4,62;0,989;366029,147491892;7347570,14007004
AUTO1448;-23,97811;-46,31687;-3,622;-4,62;0,998;366029,137147221;7347571,24740326
AUTO1449;-23,97811;-46,31686;-3,573;-4,62;1,047;366030,154611148;7347571,25690834
AUTO1450;-23,9781;-46,31685;-3,57;-4,62;1,05;366031,161730561;7347572,37374656
AUTO1451;-23,97809;-46,31685;-3,573;-4,62;1,047;366031,151386055;7347573,48107977
AUTO1452;-23,97808;-46,31684;-3,57;-4,62;1,05;366032,15850571;7347574,59791791
AUTO1453;-23,97807;-46,31683;-3,511;-4,62;1,109;366033,165625523;7347575,71475596
AUTO1454;-23,97807;-46,31682;-3,483;-4,62;1,137;366034,183089753;7347575,72426074
AUTO1455;-23,97806;-46,31682;-3,497;-4,62;1,123;366034,172745496;7347576,83159394
AUTO1456;-23,97805;-46,31681;-3,449;-4,62;1,171;366035,179865627;7347577,94843184
AUTO1457;-23,97804;-46,31681;-3,389;-4,62;1,231;366035,169521456;7347579,05576503
AUTO1458;-23,97804;-46,3168;-3,365;-4,62;1,255;366036,186985916;7347579,06526965
AUTO1459;-23,97803;-46,31679;-3,374;-4,62;1,246;366037,194106364;7347580,18210739
AUTO1460;-23,97802;-46,31679;-3,293;-4,62;1,327;366037,183762358;7347581,28944058
AUTO1461;-23,97802;-46,31678;-3,317;-4,62;1,303;366038,201226969;7347581,29894505
AUTO1462;-23,97801;-46,31677;-3,284;-4,62;1,336;366039,208347734;7347582,41578263
AUTO1463;-23,978;-46,31677;-3,234;-4,62;1,386;366039,198003894;7347583,52311581
AUTO1464;-23,978;-46,31676;-3,231;-4,62;1,389;366040,215468658;7347583,53262013
AUTO1465;-23,97799;-46,31676;-3,211;-4,62;1,409;366040,2051249;7347584,6399533
AUTO1466;-23,97799;-46,31675;-3,173;-4,62;1,447;366041,22258974;7347584,64945755
AUTO1467;-23,97799;-46,31675;-3,145;-4,62;1,475;366041,22258974;7347584,64945755
AUTO1468;-23,97798;-46,31674;-3,154;-4,62;1,466;366042,22971098;7347585,76629489
AUTO1469;-23,97797;-46,31674;-3,109;-4,62;1,511;366042,219367388;7347586,87362805
AUTO1470;-23,97797;-46,31673;-3,099;-4,62;1,521;366043,236832379;7347586,88313215
AUTO1471;-23,97796;-46,31673;-3,085;-4,62;1,535;366043,226488869;7347587,99046531
AUTO1472;-23,97795;-46,31672;-3,023;-4,62;1,597;366044,23361051;7347589,10730248
AUTO1473;-23,97795;-46,31671;-3,039;-4,62;1,581;366045,251075653;7347589,11680643
AUTO1474;-23,97794;-46,31671;-2,985;-4,62;1,635;366045,240732309;7347590,22413958
AUTO1475;-23,97794;-46,3167;-2,971;-4,62;1,649;366046,258197528;7347590,23364345
AUTO1476;-23,97794;-46,31669;-2,927;-4,62;1,693;366047,275662743;7347590,24314725
AUTO1477;-23,97795;-46,31668;-2,987;-4,62;1,633;366048,303471065;7347589,14531783
AUTO1478;-23,97795;-46,31668;-2,942;-4,62;1,678;366048,303471065;7347589,14531783
AUTO1479;-23,97796;-46,31667;-2,926;-4,62;1,694;366049,331279231;7347588,04748835
AUTO1480;-23,97797;-46,31666;-2,931;-4,62;1,689;366050,359087241;7347586,9496588
AUTO1481;-23,97797;-46,31665;-2,906;-4,62;1,714;366051,376552209;7347586,95916232
AUTO1482;-23,97798;-46,31664;-2,905;-4,62;1,715;366052,404359982;7347585,86133263
AUTO1483;-23,97799;-46,31664;-2,911;-4,62;1,709;366052,414702792;7347584,75399949
AUTO1484;-23,97799;-46,31663;-2,856;-4,62;1,764;366053,432167598;7347584,76350287
AUTO1485;-23,978;-46,31662;-2,907;-4,62;1,713;366054,45997506;7347583,66567305
AUTO1486;-23,97801;-46,31662;-2,854;-4,62;1,766;366054,470317721;7347582,55833992
AUTO1487;-23,97801;-46,31661;-2,85;-4,62;1,77;366055,487782365;7347582,56784316
AUTO1488;-23,97802;-46,3166;-2,881;-4,62;1,739;366056,515589513;7347581,4700132
AUTO1489;-23,97803;-46,31659;-2,854;-4,62;1,766;366057,543396506;7347580,37218317
AUTO1490;-23,97803;-46,31658;-2,847;-4,62;1,773;366058,560860983;7347580,38168621
AUTO1491;-23,97804;-46,31658;-2,862;-4,62;1,758;366058,571203342;7347579,27435308
AUTO1492;-23,97805;-46,31657;-2,826;-4,62;1,794;366059,599010024;7347578,17652292
AUTO1493;-23,97805;-46,31656;-2,821;-4,62;1,799;366060,61647434;7347578,18602581
AUTO1494;-23,97806;-46,31655;-2,824;-4,62;1,796;366061,644280784;7347577,08819551
AUTO1495;-23,97807;-46,31654;-2,844;-4,62;1,776;366062,672087071;7347575,99036515
AUTO1496;-23,97807;-46,31653;-2,771;-4,62;1,849;366063,689551221;7347575,99986783
AUTO1497;-23,97808;-46,31653;-2,79;-4,62;1,83;366063,699893204;7347574,89253471
AUTO1498;-23,97809;-46,31652;-2,813;-4,62;1,807;366064,72769918;7347573,79470421
AUTO1499;-23,97809;-46,31651;-2,815;-4,62;1,805;366065,745163167;7347573,80420676
AUTO1500;-23,9781;-46,3165;-2,83;-4,62;1,79;366066,772968906;7347572,70637612
AUTO1501;-23,97811;-46,31649;-2,805;-4,62;1,815;366067,800774489;7347571,60854542
AUTO1502;-23,97811;-46,31648;-2,879;-4,62;1,741;366068,818238311;7347571,61804775
AUTO1503;-23,97812;-46,31647;-2,907;-4,62;1,713;366069,846043657;7347570,5202169
AUTO1504;-23,97813;-46,31646;-2,912;-4,62;1,708;366070,873848847;7347569,42238599
AUTO1505;-23,97813;-46,31645;-2,959;-4,62;1,661;366071,891312503;7347569,43188812
AUTO1506;-23,97814;-46,31644;-3,004;-4,62;1,616;366072,919117455;7347568,33405707
AUTO1507;-23,97815;-46,31643;-3,066;-4,62;1,554;366073,946922252;7347567,23622596
AUTO1508;-23,97816;-46,31642;-3,1;-4,62;1,52;366074,974726893;7347566,13839477
AUTO1509;-23,97816;-46,31642;-3,082;-4,62;1,538;366074,974726893;7347566,13839477
AUTO1510;-23,97817;-46,31641;-3,068;-4,62;1,552;366076,002531378;7347565,04056352
AUTO1511;-23,97818;-46,3164;-3,161;-4,62;1,459;366077,030335707;7347563,94273221
AUTO1512;-23,97818;-46,31639;-3,194;-4,62;1,426;366078,047798953;7347563,95223391
AUTO1513;-23,97819;-46,31638;-3,261;-4,62;1,359;366079,075603045;7347562,85440246
AUTO1514;-23,9782;-46,31637;-3,235;-4,62;1,385;366080,103406982;7347561,75657094
AUTO1515;-23,9782;-46,31636;-3,208;-4,62;1,412;366081,120870062;7347561,76607243
AUTO1516;-23,97821;-46,31635;-3,125;-4,62;1,495;366082,148673761;7347560,66824077
AUTO1517;-23,97822;-46,31634;-3,107;-4,62;1,513;366083,176477304;7347559,57040905
AUTO1518;-23,97823;-46,31633;-3,15;-4,62;1,47;366084,20428069;7347558,47257725
AUTO1519;-23,97823;-46,31632;-3,081;-4,62;1,539;366085,221743524;7347558,48207846
AUTO1520;-23,97824;-46,31631;-3,081;-4,62;1,539;366086,249546675;7347557,38424653
AUTO1521;-23,97825;-46,31631;-3,052;-4,62;1,568;366086,259886996;7347556,27691346
AUTO1522;-23,97826;-46,3163;-3,065;-4,62;1,555;366087,287689916;7347555,17908146
AUTO1523;-23,97826;-46,31629;-3,078;-4,62;1,542;366088,305152505;7347555,18858247
AUTO1524;-23,97827;-46,31628;-3,042;-4,62;1,578;366089,332955187;7347554,09075034
AUTO1525;-23,97828;-46,31627;-3,06;-4,62;1,56;366090,360757713;7347552,99291814
AUTO1526;-23,97828;-46,31626;-3,097;-4,62;1,523;366091,378220138;7347553,00241893
AUTO1527;-23,97829;-46,31625;-3,116;-4,62;1,504;366092,406022427;7347551,90458659
AUTO1528;-23,9783;-46,31624;-3,062;-4,62;1,558;366093,433824559;7347550,80675419
AUTO1529;-23,9783;-46,31623;-3,022;-4,62;1,598;366094,451286819;7347550,81625477
AUTO1530;-23,97831;-46,31623;-2,994;-4,62;1,626;366094,461626536;7347549,70892171
AUTO1531;-23,97832;-46,31622;-3,07;-4,62;1,55;366095,489428357;7347548,61108917
AUTO1532;-23,97832;-46,31621;-3,1;-4,62;1,52;366096,506890454;7347548,62058962
AUTO1533;-23,97833;-46,3162;-3,1;-4,62;1,52;366097,534692037;7347547,52275694
AUTO1534;-23,97834;-46,31619;-3,071;-4,62;1,549;366098,562493465;7347546,4249242
AUTO1535;-23,97834;-46,31618;-3,067;-4,62;1,553;366099,579955396;7347546,43442443
AUTO1536;-23,97835;-46,31617;-3,101;-4,62;1,519;366100,607756587;7347545,33659155
AUTO1537;-23,97836;-46,31616;-3,124;-4,62;1,496;366101,635557621;7347544,2387586
AUTO1538;-23,97836;-46,31615;-3,135;-4,62;1,485;366102,653019387;7347544,24825862
AUTO1539;-23,97837;-46,31614;-3,106;-4,62;1,514;366103,680820184;7347543,15042554
AUTO1540;-23,97838;-46,31613;-3,128;-4,62;1,492;366104,708620825;7347542,05259238
AUTO1541;-23,97838;-46,31612;-3,148;-4,62;1,472;366105,726082426;7347542,06209219
AUTO1542;-23,97839;-46,31612;-3,196;-4,62;1,424;366105,736421311;7347540,95475916
AUTO1543;-23,9784;-46,31611;-3,145;-4,62;1,475;366106,76422164;7347539,85692587
AUTO1544;-23,9784;-46,31611;-3,162;-4,62;1,458;366106,76422164;7347539,85692587
AUTO1545;-23,97841;-46,31611;-3,227;-4,62;1,393;366106,774560455;7347538,74959284
AUTO1546;-23,97842;-46,31612;-3,215;-4,62;1,405;366105,767437991;7347537,63276005
AUTO1547;-23,97842;-46,31613;-3,238;-4,62;1,382;366104,749976705;7347537,62326022
AUTO1548;-23,97843;-46,31614;-3,251;-4,62;1,369;366103,742854475;7347536,50642728
AUTO1549;-23,97844;-46,31615;-3,292;-4,62;1,328;366102,735732404;7347535,38959426
AUTO1550;-23,97845;-46,31615;-3,368;-4,62;1,252;366102,746071549;7347534,28226121
AUTO1551;-23,97846;-46,31616;-3,363;-4,62;1,257;366101,738949719;7347533,1654281
AUTO1552;-23,97846;-46,31617;-3,349;-4,62;1,271;366100,721488737;7347533,15592798
AUTO1553;-23,97847;-46,31617;-3,376;-4,62;1,244;366100,731828048;7347532,04859492
AUTO1554;-23,97848;-46,31618;-3,411;-4,62;1,209;366099,724706534;7347530,93176165
AUTO1555;-23,97848;-46,31619;-3,418;-4,62;1,202;366098,707245704;7347530,92226137
AUTO1556;-23,97849;-46,31619;-3,443;-4,62;1,177;366098,71758518;7347529,8149283
AUTO1557;-23,9785;-46,3162;-3,495;-4,62;1,125;366097,710463984;7347528,69809488
AUTO1558;-23,9785;-46,31621;-3,52;-4,62;1,1;366096,693003306;7347528,68859445
AUTO1559;-23,97851;-46,31621;-3,506;-4,62;1,114;366096,703342947;7347527,58126138
AUTO1560;-23,97852;-46,31622;-3,52;-4,62;1,1;366095,696222068;7347526,46442779
AUTO1561;-23,97853;-46,31623;-3,557;-4,62;1,063;366094,689101348;7347525,34759413
AUTO1562;-23,97854;-46,31623;-3,583;-4,62;1,037;366094,699441159;7347524,24026104
AUTO1563;-23,97854;-46,31624;-3,608;-4,62;1,012;366093,681980786;7347524,23076039
AUTO1564;-23,97855;-46,31625;-3,64;-4,62;0,98;366092,674860383;7347523,11392656
AUTO1565;-23,97856;-46,31626;-3,647;-4,62;0,973;366091,667740138;7347521,99709266
AUTO1566;-23,97856;-46,31626;-3,623;-4,62;0,997;366091,667740138;7347521,99709266
AUTO1567;-23,97857;-46,31627;-3,629;-4,62;0,991;366090,660620052;7347520,88025868
AUTO1568;-23,97857;-46,31627;-3,64;-4,62;0,98;366090,660620052;7347520,88025868
AUTO1569;-23,97858;-46,31627;-3,625;-4,62;0,995;366090,670960194;7347519,77292557
AUTO1570;-23,97858;-46,31628;-3,626;-4,62;0,994;366089,653500124;7347519,76342462
AUTO1571;-23,97858;-46,31628;-3,638;-4,62;0,982;366089,653500124;7347519,76342462
AUTO1572;-23,97858;-46,31628;-3,645;-4,62;0,975;366089,653500124;7347519,76342462
AUTO1573;-23,97858;-46,31628;-3,642;-4,62;0,978;366089,653500124;7347519,76342462
AUTO1574;-23,97858;-46,31628;-3,639;-4,62;0,981;366089,653500124;7347519,76342462
AUTO1575;-23,97858;-46,31628;-3,645;-4,62;0,975;366089,653500124;7347519,76342462
AUTO1576;-23,97858;-46,31628;-3,657;-4,62;0,963;366089,653500124;7347519,76342462
AUTO1577;-23,97858;-46,31628;-3,655;-4,62;0,965;366089,653500124;7347519,76342462
AUTO1578;-23,97858;-46,31628;-3,655;-4,62;0,965;366089,653500124;7347519,76342462
AUTO1579;-23,97858;-46,31628;-3,649;-4,62;0,971;366089,653500124;7347519,76342462
AUTO1580;-23,97858;-46,31628;-3,649;-4,62;0,971;366089,653500124;7347519,76342462
AUTO1581;-23,97858;-46,31628;-3,648;-4,62;0,972;366089,653500124;7347519,76342462
AUTO1582;-23,97858;-46,31628;-3,655;-4,62;0,965;366089,653500124;7347519,76342462
AUTO1583;-23,97858;-46,31628;-3,637;-4,62;0,983;366089,653500124;7347519,76342462
AUTO1584;-23,97858;-46,31628;-3,647;-4,62;0,973;366089,653500124;7347519,76342462
AUTO1585;-23,97858;-46,31628;-3,642;-4,62;0,978;366089,653500124;7347519,76342462
AUTO1586;-23,97858;-46,31628;-3,652;-4,62;0,968;366089,653500124;7347519,76342462
AUTO1587;-23,97858;-46,31628;-3,647;-4,62;0,973;366089,653500124;7347519,76342462
AUTO1588;-23,97858;-46,31628;-3,658;-4,62;0,962;366089,653500124;7347519,76342462
AUTO1589;-23,97858;-46,31628;-3,646;-4,62;0,974;366089,653500124;7347519,76342462
AUTO1590;-23,97858;-46,31628;-3,649;-4,62;0,971;366089,653500124;7347519,76342462
AUTO1591;-23,97858;-46,31628;-3,637;-4,62;0,983;366089,653500124;7347519,76342462
AUTO1592;-23,97858;-46,31628;-3,641;-4,62;0,979;366089,653500124;7347519,76342462
AUTO1593;-23,97858;-46,31628;-3,642;-4,62;0,978;366089,653500124;7347519,76342462
AUTO1594;-23,97858;-46,31628;-3,649;-4,62;0,971;366089,653500124;7347519,76342462
AUTO1595;-23,97858;-46,31628;-3,64;-4,62;0,98;366089,653500124;7347519,76342462
AUTO1596;-23,97858;-46,31628;-3,647;-4,62;0,973;366089,653500124;7347519,76342462
AUTO1597;-23,97858;-46,31628;-3,653;-4,62;0,967;366089,653500124;7347519,76342462
AUTO1598;-23,97858;-46,31628;-3,657;-4,62;0,963;366089,653500124;7347519,76342462
AUTO1599;-23,97858;-46,31628;-3,647;-4,62;0,973;366089,653500124;7347519,76342462
AUTO1600;-23,97858;-46,31628;-3,647;-4,62;0,973;366089,653500124;7347519,76342462
AUTO1601;-23,97858;-46,31628;-3,642;-4,62;0,978;366089,653500124;7347519,76342462
AUTO1602;-23,97858;-46,31628;-3,647;-4,62;0,973;366089,653500124;7347519,76342462
AUTO1603;-23,97858;-46,31628;-3,661;-4,62;0,959;366089,653500124;7347519,76342462
AUTO1604;-23,97858;-46,31628;-3,649;-4,62;0,971;366089,653500124;7347519,76342462
AUTO1605;-23,97858;-46,31628;-3,615;-4,62;1,005;366089,653500124;7347519,76342462
AUTO1606;-23,97858;-46,31628;-3,618;-4,62;1,002;366089,653500124;7347519,76342462
AUTO1607;-23,97859;-46,31629;-3,648;-4,62;0,972;366088,646380355;7347518,64659048
AUTO1608;-23,97859;-46,31629;-3,676;-4,62;0,944;366088,646380355;7347518,64659048
AUTO1609;-23,9786;-46,3163;-3,657;-4,62;0,963;366087,639260745;7347517,52975626
AUTO1610;-23,97861;-46,31631;-3,683;-4,62;0,937;366086,632141293;7347516,41292196
AUTO1611;-23,97861;-46,31631;-3,68;-4,62;0,94;366086,632141293;7347516,41292196
AUTO1612;-23,97862;-46,31632;-3,719;-4,62;0,901;366085,625021999;7347515,29608758
AUTO1613;-23,97863;-46,31633;-3,735;-4,62;0,885;366084,617902864;7347514,17925312
AUTO1614;-23,97864;-46,31633;-3,753;-4,62;0,867;366084,628243502;7347513,07191999
AUTO1615;-23,97865;-46,31634;-3,772;-4,62;0,848;366083,621124609;7347511,95508544
AUTO1616;-23,97865;-46,31635;-3,806;-4,62;0,814;366082,60366507;7347511,94558396
AUTO1617;-23,97866;-46,31636;-3,834;-4,62;0,786;366081,596546411;7347510,82874926
AUTO1618;-23,97867;-46,31636;-3,886;-4,62;0,734;366081,606887297;7347509,72141612
AUTO1619;-23,97868;-46,31637;-3,894;-4,62;0,726;366080,59976888;7347508,60458134
AUTO1620;-23,97869;-46,31638;-3,94;-4,62;0,68;366079,592650619;7347507,48774647
AUTO1621;-23,97869;-46,31638;-3,983;-4,62;0,637;366079,592650619;7347507,48774647
AUTO1622;-23,9787;-46,31639;-3,954;-4,62;0,666;366078,585532519;7347506,37091153
AUTO1623;-23,97871;-46,3164;-3,956;-4,62;0,664;366077,578414576;7347505,25407651
AUTO1624;-23,97872;-46,31641;-3,986;-4,62;0,634;366076,571296793;7347504,13724141
AUTO1625;-23,97872;-46,31641;-4,042;-4,62;0,578;366076,571296793;7347504,13724141
AUTO1626;-23,97873;-46,31642;-4,068;-4,62;0,552000000000001;366075,564179167;7347503,02040623
AUTO1627;-23,97874;-46,31643;-4,121;-4,62;0,499;366074,5570617;7347501,90357097
AUTO1628;-23,97875;-46,31643;-4,149;-4,62;0,471;366074,567403169;7347500,7962378
AUTO1629;-23,97876;-46,31644;-4,135;-4,62;0,485;366073,560285943;7347499,67940245
AUTO1630;-23,97877;-46,31645;-4,169;-4,62;0,451000000000001;366072,553168876;7347498,56256703
AUTO1631;-23,97877;-46,31646;-4,155;-4,62;0,465;366071,535710252;7347498,55306472
AUTO1632;-23,97878;-46,31646;-4,195;-4,62;0,425;366071,546051968;7347497,44573153
AUTO1633;-23,97879;-46,31647;-4,197;-4,62;0,423;366070,538935218;7347496,32889594
AUTO1634;-23,9788;-46,31648;-4,207;-4,62;0,413;366069,531818627;7347495,21206028
AUTO1635;-23,97881;-46,31649;-4,238;-4,62;0,382;366068,524702194;7347494,09522454
AUTO1636;-23,97882;-46,31649;-4,26;-4,62;0,36;366068,535044163;7347492,98789134
